,company,industry_code,industry_name,sector_code,sector_name
385,DB Intl.Stock, 205,Securities/Commodities Trading Services, 63,Stock/ Commodity Brokers
386,Apcotex Industri, 210,Rubber - Synthetic, 9,Plantation & Plantation Products
387,Elgi Rubb., 277,Rubber - Retreading, 9,Plantation & Plantation Products
388,S E Power, 186,Rubber - Products, 9,Plantation & Plantation Products
389,Somi Conv.Belt., 186,Rubber - Products, 9,Plantation & Plantation Products
390,GRP, 186,Rubber - Products, 9,Plantation & Plantation Products
391,Cantabil Retail, 91,Retailing, 5,Textiles
392,Store One Retail, 91,Retailing, 40,Retail
393,Shoppers St., 91,Retailing, 40,Retail
394,Brandhou.Retail, 91,Retailing, 40,Retail
395,Aditya Bir. Fas., 91,Retailing, 40,Retail
396,V2 Retail, 91,Retailing, 40,Retail
397,Trent, 91,Retailing, 40,Retail
398,Future Lifestyle, 91,Retailing, 40,Retail
399,V-Mart Retail, 91,Retailing, 40,Retail
400,Provogue (India), 91,Retailing, 40,Retail
401,Future Enterp., 91,Retailing, 40,Retail
402,IFGL Refractor, 204,Refractories / Intermediates, 61,Refractories
403,Vesuvius India, 204,Refractories / Intermediates, 61,Refractories
404,Orient Refrac., 204,Refractories / Intermediates, 61,Refractories
405,I O C L, 105,Refineries, 43,Refineries
406,M R P L, 105,Refineries, 43,Refineries
407,Nagar.Oil Refin., 105,Refineries, 43,Refineries
408,C P C L, 105,Refineries, 43,Refineries
409,Reliance Inds., 105,Refineries, 43,Refineries
410,B P C L, 105,Refineries, 43,Refineries
411,H P C L, 105,Refineries, 43,Refineries
412,Wonderla Holiday, 278,Recreation / Amusement Parks, 31,Entertainment
413,Adlabs Entert., 278,Recreation / Amusement Parks, 31,Entertainment
414,Kirl. Brothers, 90,Pumps, 23,Capital Goods-Non Electrical Equipment
415,KSB Pumps, 90,Pumps, 23,Capital Goods-Non Electrical Equipment
416,Shakti Pumps, 90,Pumps, 23,Capital Goods-Non Electrical Equipment
417,Kokuyo Camlin, 117,Printing & Stationery, 56,Printing & Stationery
418,Sandesh, 117,Printing & Stationery, 46,Media - Print/Television/Radio
419,MPS, 117,Printing & Stationery, 46,Media - Print/Television/Radio
420,Linc Pen &Plast., 117,Printing & Stationery, 56,Printing & Stationery
421,Antarctica, 117,Printing & Stationery, 46,Media - Print/Television/Radio
422,Repro India, 117,Printing & Stationery, 46,Media - Print/Television/Radio
423,Todays Writing, 117,Printing & Stationery, 56,Printing & Stationery
424,Blue Bird (I), 117,Printing & Stationery, 46,Media - Print/Television/Radio
425,Navneet Educat., 117,Printing & Stationery, 46,Media - Print/Television/Radio
426,Infomedia Press, 117,Printing & Stationery, 46,Media - Print/Television/Radio
427,Sundaram Multi., 117,Printing & Stationery, 46,Media - Print/Television/Radio
428,Orient Green, 29,Power Generation And Supply, 21,Power Generation & Distribution
429,SJVN, 29,Power Generation And Supply, 21,Power Generation & Distribution
430,BF Utilities, 29,Power Generation And Supply, 21,Power Generation & Distribution
431,KSK Energy Ven., 29,Power Generation And Supply, 21,Power Generation & Distribution
432,Tata Power Co., 29,Power Generation And Supply, 21,Power Generation & Distribution
433,KKV Agro Powers, 29,Power Generation And Supply, 21,Power Generation & Distribution
434,Adani Power, 29,Power Generation And Supply, 21,Power Generation & Distribution
435,Adani Transmissi, 29,Power Generation And Supply, 21,Power Generation & Distribution
436,JSW Energy, 29,Power Generation And Supply, 21,Power Generation & Distribution
437,NHPC Ltd, 29,Power Generation And Supply, 21,Power Generation & Distribution
438,NLC India, 29,Power Generation And Supply, 21,Power Generation & Distribution
439,JP Power Ven., 29,Power Generation And Supply, 21,Power Generation & Distribution
440,Torrent Power, 29,Power Generation And Supply, 21,Power Generation & Distribution
441,Lanco Infratech, 29,Power Generation And Supply, 21,Power Generation & Distribution
442,CESC, 29,Power Generation And Supply, 21,Power Generation & Distribution
443,Indowind Energy, 29,Power Generation And Supply, 21,Power Generation & Distribution
444,Power Grid Corpn, 29,Power Generation And Supply, 21,Power Generation & Distribution
445,India Power Corp, 29,Power Generation And Supply, 21,Power Generation & Distribution
446,Energy Devl.Co., 29,Power Generation And Supply, 21,Power Generation & Distribution
447,Entegra, 29,Power Generation And Supply, 21,Power Generation & Distribution
448,Reliance Power, 29,Power Generation And Supply, 21,Power Generation & Distribution
449,Reliance Infra., 29,Power Generation And Supply, 21,Power Generation & Distribution
450,Karma Ener., 29,Power Generation And Supply, 21,Power Generation & Distribution
451,NTPC, 29,Power Generation And Supply, 21,Power Generation & Distribution
452,Guj Inds. Power, 29,Power Generation And Supply, 21,Power Generation & Distribution
453,RattanIndia Infr, 29,Power Generation And Supply, 21,Power Generation & Distribution
454,Rattanindia Pow., 29,Power Generation And Supply, 21,Power Generation & Distribution
455,Thermax, 248,Pollution Control Equipment, 23,Capital Goods-Non Electrical Equipment
456,Va Tech Wabag, 248,Pollution Control Equipment, 23,Capital Goods-Non Electrical Equipment
457,Tokyo Plast Intl, 240,Plastics - Thermoware, 20,Plastic products
458,Premier Polyfilm, 114,Plastics - Sheets, 20,Plastic products
459,XPRO India, 114,Plastics - Sheets, 20,Plastic products
460,Jain Irrigation, 114,Plastics - Sheets, 20,Plastic products
461,Tainwala Chem., 114,Plastics - Sheets, 20,Plastic products
462,Supreme Inds., 114,Plastics - Sheets, 20,Plastic products
463,Tulsi Extrusions, 174,Plastics - Pipes, 20,Plastic products
464,Tijaria Poly., 174,Plastics - Pipes, 20,Plastic products
465,Sanco Industries, 174,Plastics - Pipes, 20,Plastic products
466,Finolex Inds., 174,Plastics - Pipes, 20,Plastic products
467,Mayur Uniquote, 235,Plastics - PU & PU leather, 20,Plastic products
468,Texmo Pipes, 24,Plastics - Others, 20,Plastic products
469,Time Technoplast, 24,Plastics - Others, 20,Plastic products
470,Beardsell, 24,Plastics - Others, 20,Plastic products
471,Sintex Inds., 24,Plastics - Others, 20,Plastic products
472,Jai Corp, 24,Plastics - Others, 20,Plastic products
473,Ahimsa Indust., 24,Plastics - Others, 20,Plastic products
474,Astral Poly, 24,Plastics - Others, 20,Plastic products
475,Vikas Ecotech, 24,Plastics - Others, 20,Plastic products
476,AVSL Industries, 24,Plastics - Others, 20,Plastic products
477,Arrow Greentech, 24,Plastics - Others, 20,Plastic products
478,Kingfa Science, 24,Plastics - Others, 20,Plastic products
479,Mold-Tek Pack., 24,Plastics - Others, 20,Plastic products
480,Kemrock Inds., 24,Plastics - Others, 20,Plastic products
481,Pil Italica, 194,Plastics - Furniture, 20,Plastic products
482,Nilkamal Ltd, 194,Plastics - Furniture, 20,Plastic products
483,Responsive Ind, 257,Plastics - Flooring, 20,Plastic products
484,Pearl Polymers, 170,Plastics - Bottles / Jars, 20,Plastic products
485,Jindal Photo, 271,Photographic And Allied Products, 11,Miscellaneous
486,Abbott India, 12,Pharmaceuticals - Multinational, 2,Pharmaceuticals
487,Astrazeneca Phar, 12,Pharmaceuticals - Multinational, 2,Pharmaceuticals
488,Glaxosmit Pharma, 12,Pharmaceuticals - Multinational, 2,Pharmaceuticals
489,Merck, 12,Pharmaceuticals - Multinational, 2,Pharmaceuticals
490,Pfizer, 12,Pharmaceuticals - Multinational, 2,Pharmaceuticals
491,Sanofi India, 12,Pharmaceuticals - Multinational, 2,Pharmaceuticals
492,Caplin Point Lab, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
493,Hester Bios, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
494,Ankur Drugs, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
495,Syncom Health, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
496,Bafna Pharma., 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
497,Plethico Pharma., 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
498,Twilight Litaka, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
499,Albert David, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
500,Kilitch Drugs, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
501,Amrutanjan Healt, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
502,Sharon Bio-Med., 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
503,Ajanta Pharma, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
504,Biofil Chemicals, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
505,Bliss GVS Pharma, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
506,Lincoln Pharma., 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
507,Ind-Swift, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
508,Alpa Lab., 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
509,Arvind Remedies, 2,Pharmaceuticals - Indian - Formulations, 2,Pharmaceuticals
510,Gufic BioScience, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
511,Mangalam Drugs, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
512,Ind-Swift Labs., 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
513,Sakar Healthcare, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
514,Alkem Lab, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
515,Surya Pharma., 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
516,Brooks Lab., 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
517,Ortin Labs., 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
518,Alembic Pharma, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
519,Bal Pharma, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
520,Themis Medicare, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
521,Jagsonpal Pharma, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
522,Dr.Datsons Labs, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
523,Indoco Remedies, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
524,RPG LifeScience., 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
525,Strides Shasun, 197,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S, 2,Pharmaceuticals
526,Wockhardt, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
527,Morepen Labs., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
528,Glenmark Pharma., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
529,Dr Reddy's Labs, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
530,Cadila Health., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
531,Ipca Labs., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
532,Piramal Enterp., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
533,Kopran, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
534,Torrent Pharma., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
535,Sun Pharma.Inds., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
536,FDC, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
537,J B Chem & Pharm, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
538,Aurobindo Pharma, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
539,Unichem Labs., 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
540,KDL Biotech, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
541,TTK Healthcare, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
542,Lyka Labs, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
543,Natco Pharma, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
544,Alembic, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
545,Cipla, 36,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg, 2,Pharmaceuticals
546,Divi's Lab., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
547,Jubilant Life, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
548,Marksans Pharma, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
549,Hikal, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
550,Dishman Pharma., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
551,Dynachem Pharma, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
552,Sequent Scien., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
553,Elder Pharma, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
554,Shilpa Medicare, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
555,Piraml.Phyto., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
556,SMS Pharma., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
557,Granules India, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
558,Parabolic Drugs, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
559,Wanbury, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
560,Nectar Lifesci., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
561,Neuland Labs., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
562,Lupin, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
563,Vinati Organics, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
564,Suven Life Scie., 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
565,Aarti Drugs, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
566,Krebs Biochem, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
567,Orchid Pharma, 123,Pharmaceuticals - Indian - Bulk Drugs, 2,Pharmaceuticals
568,Parenteral Drugs, 242,Pharmaceuticals - I V Fluids, 2,Pharmaceuticals
569,Venus Remedies, 242,Pharmaceuticals - I V Fluids, 2,Pharmaceuticals
570,Dhunseri Petro., 140,Petrochemicals - Polymers - Medium / Small, 27,Petrochemicals
571,Bhansali Engg., 140,Petrochemicals - Polymers - Medium / Small, 27,Petrochemicals
572,Supreme Petroch., 48,Petrochemicals - Polymers - Large, 27,Petrochemicals
573,DCW, 48,Petrochemicals - Polymers - Large, 27,Petrochemicals
574,Pearl Engg. Poly, 48,Petrochemicals - Polymers - Large, 27,Petrochemicals
575,INEOS Styrolut., 48,Petrochemicals - Polymers - Large, 27,Petrochemicals
576,Agarwal Indl., 144,Petrochemicals - Others, 27,Petrochemicals
577,Oricon Enter., 144,Petrochemicals - Others, 27,Petrochemicals
578,Savita Oil Tech, 144,Petrochemicals - Others, 27,Petrochemicals
579,Manali Petrochem, 144,Petrochemicals - Others, 27,Petrochemicals
580,Bayer Crop Sci., 20,Pesticides / Agrochemicals - Multinational, 17,Agro Chemicals
581,Monsanto India, 20,Pesticides / Agrochemicals - Multinational, 17,Agro Chemicals
582,Astec Life, 185,Pesticides / Agrochemicals - Indian - Medium/Small, 17,Agro Chemicals
583,Dhanuka Agritech, 185,Pesticides / Agrochemicals - Indian - Medium/Small, 17,Agro Chemicals
584,Insecticid.India, 185,Pesticides / Agrochemicals - Indian - Medium/Small, 17,Agro Chemicals
585,Bharat Rasayan, 185,Pesticides / Agrochemicals - Indian - Medium/Small, 17,Agro Chemicals
586,Jubilant Inds., 104,Pesticides / Agrochemicals - Indian - Large, 17,Agro Chemicals
587,Meghmani Organ., 104,Pesticides / Agrochemicals - Indian - Large, 17,Agro Chemicals
588,UPL, 104,Pesticides / Agrochemicals - Indian - Large, 17,Agro Chemicals
589,P I Inds., 104,Pesticides / Agrochemicals - Indian - Large, 17,Agro Chemicals
590,Excel Crop Care, 104,Pesticides / Agrochemicals - Indian - Large, 17,Agro Chemicals
591,Rallis India, 104,Pesticides / Agrochemicals - Indian - Large, 17,Agro Chemicals
592,Gillette India, 39,Personal Care - Multinational, 22,FMCG
593,Colgate-Palm., 39,Personal Care - Multinational, 22,FMCG
594,P & G Hygiene, 39,Personal Care - Multinational, 22,FMCG
595,Hind. Unilever, 39,Personal Care - Multinational, 22,FMCG
596,Amar Remedies, 268,Personal Care - Indian - Medium / Small, 22,FMCG
597,JHS Sven.Lab., 268,Personal Care - Indian - Medium / Small, 22,FMCG
598,Bajaj Corp, 268,Personal Care - Indian - Medium / Small, 22,FMCG
599,Kaya Ltd, 268,Personal Care - Indian - Medium / Small, 22,FMCG
600,Godrej Consumer, 232,Personal Care - Indian - Large, 22,FMCG
601,Emami, 232,Personal Care - Indian - Large, 22,FMCG
602,Marico, 232,Personal Care - Indian - Large, 22,FMCG
603,Dabur India, 232,Personal Care - Indian - Large, 22,FMCG
604,Servalaksh.Paper, 203,Paper - Medium / Small, 3,Paper
605,Pudumjee Paper, 203,Paper - Medium / Small, 3,Paper
606,Balkrishna Paper, 203,Paper - Medium / Small, 3,Paper
607,Genus Paper & Bo, 203,Paper - Medium / Small, 3,Paper
608,Rainbow Papers, 203,Paper - Medium / Small, 3,Paper
609,Magnum Ventures, 203,Paper - Medium / Small, 3,Paper
610,Ruchira Papers, 203,Paper - Medium / Small, 3,Paper
611,Malu Paper, 203,Paper - Medium / Small, 3,Paper
612,Natl. Wind Power, 203,Paper - Medium / Small, 3,Paper
613,Internat. Paper, 4,Paper - Large, 3,Paper
614,JK Paper, 4,Paper - Large, 3,Paper
615,Seshasayee Paper, 4,Paper - Large, 3,Paper
616,Shree Rama News., 4,Paper - Large, 3,Paper
617,Shreyans Inds., 4,Paper - Large, 3,Paper
618,West Coast Paper, 4,Paper - Large, 3,Paper
619,Sirpur Paper, 4,Paper - Large, 3,Paper
620,Pudumjee Pulp, 4,Paper - Large, 3,Paper
621,Star Paper Mills, 4,Paper - Large, 3,Paper
622,Ballarpur Inds., 4,Paper - Large, 3,Paper
623,T N Newsprint, 4,Paper - Large, 3,Paper
624,Akzo Nobel, 9,Paints / Varnishes, 8,Paints/Varnish
625,Shalimar Paints, 9,Paints / Varnishes, 8,Paints/Varnish
626,Sil Business, 9,Paints / Varnishes, 8,Paints/Varnish
627,Berger Paints, 9,Paints / Varnishes, 8,Paints/Varnish
628,Asian Paints, 9,Paints / Varnishes, 8,Paints/Varnish
629,Jenson & Nich., 9,Paints / Varnishes, 8,Paints/Varnish
630,Kansai Nerolac, 9,Paints / Varnishes, 8,Paints/Varnish
631,Guj. Raffia Inds, 215,Packaging - Polysacks, 26,Packaging
632,Polyplex Corpn, 157,Packaging - Polyester Film, 26,Packaging
633,Ester Inds., 157,Packaging - Polyester Film, 26,Packaging
634,TPL Plastech, 229,Packaging - Plastic Containers, 26,Packaging
635,Mold-Tek Technol, 229,Packaging - Plastic Containers, 26,Packaging
636,Hitech Plast, 229,Packaging - Plastic Containers, 26,Packaging
637,Sh. Rama Multi., 229,Packaging - Plastic Containers, 26,Packaging
638,Emmbi Industries, 54,Packaging - Others, 26,Packaging
639,Control Print, 54,Packaging - Others, 26,Packaging
640,AMD Industries, 54,Packaging - Others, 26,Packaging
641,Rollatainers, 54,Packaging - Others, 26,Packaging
642,Manaksia Indus., 54,Packaging - Others, 26,Packaging
643,Radha Madh.Corp., 54,Packaging - Others, 26,Packaging
644,Essel Propack, 54,Packaging - Others, 26,Packaging
645,Para. Print., 54,Packaging - Others, 26,Packaging
646,Everest Kanto, 54,Packaging - Others, 26,Packaging
647,Flexituff Intl., 54,Packaging - Others, 26,Packaging
648,Orient Press, 231,Packaging - Lamination / Processors - Medium/Small, 26,Packaging
649,Glory Films, 231,Packaging - Lamination / Processors - Medium/Small, 26,Packaging
650,Huhtamaki PPL, 163,Packaging - Lamination / Processors - Large, 26,Packaging
651,Uflex, 163,Packaging - Lamination / Processors - Large, 26,Packaging
652,Cosmo Films, 43,Packaging - BOPP Film, 26,Packaging
653,Max Ventures, 43,Packaging - BOPP Film, 26,Packaging
654,Nahar Poly, 43,Packaging - BOPP Film, 26,Packaging
655,Jindal Poly Film, 43,Packaging - BOPP Film, 26,Packaging
656,O N G C, 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
657,Alphageo (India), 160,Oil Exploration / Allied Services, 57,Oil Drill/Allied
658,Aban Offshore, 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
659,Hind.Oil Explor., 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
660,Cairn India, 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
661,SVOGL Oil, 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
662,Oil India, 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
663,Selan Expl. Tech, 160,Oil Exploration / Allied Services, 55,Crude Oil & Natural Gas
664,Dolphin Offshore, 160,Oil Exploration / Allied Services, 57,Oil Drill/Allied
665,Jindal Drilling, 176,Oil Drilling, 57,Oil Drill/Allied
666,V I P Inds., 137,Moulded Luggage, 20,Plastic products
667,Credit Analysis, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
668,Guj Pipavav Port, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
669,CRISIL, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
670,Crown Lifters, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
671,SPARC, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
672,Mitcon Consult., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
673,Gujarat Gas, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
674,Kaveri Seed Co., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
675,Just Dial, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
676,Career Point, 103,Miscellaneous - Medium / Small, 70,Education
677,Kesar Terminals, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
678,Multi Comm. Exc., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
679,Talwal.Better, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
680,Husys Consulting, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
681,Team Lease Serv., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
682,Future Retail, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
683,Furure Market, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
684,Advanta, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
685,Adani Ports, 103,Miscellaneous - Medium / Small, 30,Infrastructure Developers & Operators
686,ICRA, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
687,Timbor Home, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
688,NESCO, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
689,Tree House Edu., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
690,Info Edg.(India), 103,Miscellaneous - Medium / Small, 11,Miscellaneous
691,Navkar Corporat., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
692,Gateway Distr., 103,Miscellaneous - Medium / Small, 50,Logistics
693,MT Educare, 103,Miscellaneous - Medium / Small, 70,Education
694,Binani Inds, 103,Miscellaneous - Medium / Small, 11,Miscellaneous
695,Pressman Adv., 103,Miscellaneous - Medium / Small, 11,Miscellaneous
696,Dredging Corpn., 202,Miscellaneous - Large, 11,Miscellaneous
697,Ashapura Minech., 106,Mining / Minerals, 44,Mining & Mineral products
698,Vedanta, 106,Mining / Minerals, 44,Mining & Mineral products
699,Shirpur Gold, 106,Mining / Minerals, 44,Mining & Mineral products
700,20 Microns, 106,Mining / Minerals, 44,Mining & Mineral products
701,NMDC, 106,Mining / Minerals, 44,Mining & Mineral products
702,Orissa Minerals, 106,Mining / Minerals, 44,Mining & Mineral products
703,Coal India, 106,Mining / Minerals, 44,Mining & Mineral products
704,KIOCL, 106,Mining / Minerals, 44,Mining & Mineral products
705,MOIL, 106,Mining / Minerals, 44,Mining & Mineral products
706,G M D C, 106,Mining / Minerals, 44,Mining & Mineral products
707,Resurgere Mines, 106,Mining / Minerals, 44,Mining & Mineral products
708,Hind.Zinc, 200,Metal - Zinc, 36,Non Ferrous Metals
709,Arcotech Ltd, 120,Metal - Others, 36,Non Ferrous Metals
710,Tinplate Co., 120,Metal - Others, 36,Non Ferrous Metals
711,Manaksia, 120,Metal - Others, 36,Non Ferrous Metals
712,Prec. Wires (I), 206,Metal - Copper / Copper Alloy Products, 36,Non Ferrous Metals
713,Nissan Copper, 206,Metal - Copper / Copper Alloy Products, 36,Non Ferrous Metals
714,Cubex Tubings, 206,Metal - Copper / Copper Alloy Products, 36,Non Ferrous Metals
715,Hind.Copper, 206,Metal - Copper / Copper Alloy Products, 36,Non Ferrous Metals
716,Sagardeep Alloys, 206,Metal - Copper / Copper Alloy Products, 36,Non Ferrous Metals
717,Elite Conductors, 206,Metal - Copper / Copper Alloy Products, 36,Non Ferrous Metals
718,Opto Circuits, 267,Medical Equipment, 48,Healthcare
719,Poly Medicure, 262,Medical Accessories / Disposables, 48,Healthcare
720,Emkay Taps & Cut, 102,Machine Tools - Others, 34,Engineering
721,Lokesh Mach., 102,Machine Tools - Others, 23,Capital Goods-Non Electrical Equipment
722,Premier, 102,Machine Tools - Others, 23,Capital Goods-Non Electrical Equipment
723,GP Petroleums, 84,Lubricants, 12,Chemicals
724,Gulf Oil Lubric., 84,Lubricants, 12,Chemicals
725,Tide Water Oil, 84,Lubricants, 12,Chemicals
726,Castrol India, 84,Lubricants, 12,Chemicals
727,Nivyah Infra., 245,Lighting Systems, 11,Miscellaneous
728,Sreeleathers, 183,Leather Products - Others, 16,Leather
729,Crew B.O.S.Prod., 183,Leather Products - Others, 16,Leather
730,Superhouse Ltd, 183,Leather Products - Others, 16,Leather
731,Namaste Exports, 219,Leather Products - Integrated, 16,Leather
732,Bhartiya Intl., 244,Leather Products - Garments, 16,Leather
733,BASF India, 18,Leather Chemicals, 12,Chemicals
734,Mirza Internatio, 19,Leather / Synthetic Footware - Large, 16,Leather
735,Relaxo Footwear, 19,Leather / Synthetic Footware - Large, 16,Leather
736,Bata India, 19,Leather / Synthetic Footware - Large, 16,Leather
737,Liberty Shoes, 19,Leather / Synthetic Footware - Large, 16,Leather
738,Rushil Decor, 247,Laminates, 11,Miscellaneous
739,Greenlam Industr, 247,Laminates, 11,Miscellaneous
740,Greenply Inds., 247,Laminates, 11,Miscellaneous
741,Shri Matre, 251,LPG Bottling, 11,Miscellaneous
742,Refex Industries, 82,Industrial Gas, 12,Chemicals
743,Linde India, 82,Industrial Gas, 12,Chemicals
